measure,interval_start,interval_end,ratio,numerator,denominator,prior_opioid_rx,age_group,imd_decile
count_wait_imd,2001-03-10,2001-03-16,0,0,1,,,6
count_wait_imd,2001-03-10,2001-03-16,0,0,1,,,1 (most deprived)
count_wait_imd,2001-03-10,2001-03-16,0,0,2,,,4
count_wait_imd,2001-03-10,2001-03-16,0,0,1,,,9
count_wait_imd,2001-03-10,2001-03-16,0,0,2,,,7
count_wait,2001-03-17,2001-03-23,0,0,31,,,
count_wait_prior,2001-03-17,2001-03-23,0,0,27,F,,
count_wait_prior,2001-03-17,2001-03-23,0,0,4,T,,
count_wait_age,2001-03-17,2001-03-23,0,0,5,,60-69,
count_wait_age,2001-03-17,2001-03-23,0,0,9,,18-39,
count_wait_age,2001-03-17,2001-03-23,0,0,7,,50-59,
count_wait_age,2001-03-17,2001-03-23,0,0,2,,70-79,
count_wait_age,2001-03-17,2001-03-23,0,0,5,,80+,
count_wait_age,2001-03-17,2001-03-23,0,0,3,,40-49,
count_wait_imd,2001-03-17,2001-03-23,0,0,25,,,Unknown
count_wait_imd,2001-03-17,2001-03-23,0,0,1,,,6
count_wait_imd,2001-03-17,2001-03-23,0,0,2,,,4
count_wait_imd,2001-03-17,2001-03-23,0,0,1,,,9
count_wait_imd,2001-03-17,2001-03-23,0,0,2,,,7
count_wait,2001-03-24,2001-03-30,0,0,30,,,
count_wait_prior,2001-03-24,2001-03-30,0,0,26,F,,
count_wait_prior,2001-03-24,2001-03-30,0,0,4,T,,
count_wait_age,2001-03-24,2001-03-30,0,0,5,,60-69,
count_wait_age,2001-03-24,2001-03-30,0,0,8,,18-39,
count_wait_age,2001-03-24,2001-03-30,0,0,7,,50-59,
count_wait_age,2001-03-24,2001-03-30,0,0,2,,70-79,
count_wait_age,2001-03-24,2001-03-30,0,0,5,,80+,
count_wait_age,2001-03-24,2001-03-30,0,0,3,,40-49,
count_wait_imd,2001-03-24,2001-03-30,0,0,24,,,Unknown
count_wait_imd,2001-03-24,2001-03-30,0,0,1,,,6
count_wait_imd,2001-03-24,2001-03-30,0,0,2,,,4
count_wait_imd,2001-03-24,2001-03-30,0,0,1,,,9
count_wait_imd,2001-03-24,2001-03-30,0,0,2,,,7
count_wait,2001-03-31,2001-04-06,0,0,30,,,
count_wait_prior,2001-03-31,2001-04-06,0,0,26,F,,
count_wait_prior,2001-03-31,2001-04-06,0,0,4,T,,
count_wait_age,2001-03-31,2001-04-06,0,0,5,,60-69,
count_wait_age,2001-03-31,2001-04-06,0,0,8,,18-39,
count_wait_age,2001-03-31,2001-04-06,0,0,7,,50-59,
count_wait_age,2001-03-31,2001-04-06,0,0,2,,70-79,
count_wait_age,2001-03-31,2001-04-06,0,0,5,,80+,
count_wait_age,2001-03-31,2001-04-06,0,0,3,,40-49,
count_wait_imd,2001-03-31,2001-04-06,0,0,24,,,Unknown
count_wait_imd,2001-03-31,2001-04-06,0,0,1,,,6
count_wait_imd,2001-03-31,2001-04-06,0,0,2,,,4
count_wait_imd,2001-03-31,2001-04-06,0,0,1,,,9
count_wait_imd,2001-03-31,2001-04-06,0,0,2,,,7
count_wait,2001-04-07,2001-04-13,0,0,30,,,
count_wait_prior,2001-04-07,2001-04-13,0,0,26,F,,
count_wait_prior,2001-04-07,2001-04-13,0,0,4,T,,
count_wait_age,2001-04-07,2001-04-13,0,0,5,,60-69,
count_wait_age,2001-04-07,2001-04-13,0,0,8,,18-39,
count_wait_age,2001-04-07,2001-04-13,0,0,7,,50-59,
count_wait_age,2001-04-07,2001-04-13,0,0,2,,70-79,
count_wait_age,2001-04-07,2001-04-13,0,0,5,,80+,
count_wait_age,2001-04-07,2001-04-13,0,0,3,,40-49,
count_wait_imd,2001-04-07,2001-04-13,0,0,24,,,Unknown
count_wait_imd,2001-04-07,2001-04-13,0,0,1,,,6
count_wait_imd,2001-04-07,2001-04-13,0,0,2,,,4
count_wait_imd,2001-04-07,2001-04-13,0,0,1,,,9
count_wait_imd,2001-04-07,2001-04-13,0,0,2,,,7
count_wait,2001-04-14,2001-04-20,0,0,29,,,
count_wait_prior,2001-04-14,2001-04-20,0,0,25,F,,
count_wait_prior,2001-04-14,2001-04-20,0,0,4,T,,
count_wait_age,2001-04-14,2001-04-20,0,0,5,,60-69,
count_wait_age,2001-04-14,2001-04-20,0,0,8,,18-39,
count_wait_age,2001-04-14,2001-04-20,0,0,7,,50-59,
count_wait_age,2001-04-14,2001-04-20,0,0,2,,70-79,
count_wait_age,2001-04-14,2001-04-20,0,0,5,,80+,
count_wait_age,2001-04-14,2001-04-20,0,0,2,,40-49,
count_wait_imd,2001-04-14,2001-04-20,0,0,23,,,Unknown
count_wait_imd,2001-04-14,2001-04-20,0,0,1,,,6
count_wait_imd,2001-04-14,2001-04-20,0,0,2,,,4
count_wait_imd,2001-04-14,2001-04-20,0,0,1,,,9
count_wait_imd,2001-04-14,2001-04-20,0,0,2,,,7
count_wait,2001-04-21,2001-04-27,0,0,28,,,
count_wait_prior,2001-04-21,2001-04-27,0,0,24,F,,
count_wait_prior,2001-04-21,2001-04-27,0,0,4,T,,
count_wait_age,2001-04-21,2001-04-27,0,0,5,,60-69,
count_wait_age,2001-04-21,2001-04-27,0,0,8,,18-39,
count_wait_age,2001-04-21,2001-04-27,0,0,6,,50-59,
count_wait_age,2001-04-21,2001-04-27,0,0,2,,70-79,
count_wait_age,2001-04-21,2001-04-27,0,0,5,,80+,
count_wait_age,2001-04-21,2001-04-27,0,0,2,,40-49,
count_wait_imd,2001-04-21,2001-04-27,0,0,23,,,Unknown
count_wait_imd,2001-04-21,2001-04-27,0,0,1,,,6
count_wait_imd,2001-04-21,2001-04-27,0,0,2,,,4
count_wait_imd,2001-04-21,2001-04-27,0,0,1,,,9
count_wait_imd,2001-04-21,2001-04-27,0,0,1,,,7
count_wait,2001-04-28,2001-05-04,0,0,28,,,
count_wait_prior,2001-04-28,2001-05-04,0,0,24,F,,
count_wait_prior,2001-04-28,2001-05-04,0,0,4,T,,
count_wait_age,2001-04-28,2001-05-04,0,0,5,,60-69,
count_wait_age,2001-04-28,2001-05-04,0,0,8,,18-39,
count_wait_age,2001-04-28,2001-05-04,0,0,6,,50-59,
count_wait_age,2001-04-28,2001-05-04,0,0,2,,70-79,
count_wait_age,2001-04-28,2001-05-04,0,0,5,,80+,
count_wait_age,2001-04-28,2001-05-04,0,0,2,,40-49,
count_wait_imd,2001-04-28,2001-05-04,0,0,23,,,Unknown
count_wait_imd,2001-04-28,2001-05-04,0,0,1,,,6
count_wait_imd,2001-04-28,2001-05-04,0,0,2,,,4
count_wait_imd,2001-04-28,2001-05-04,0,0,1,,,9
count_wait_imd,2001-04-28,2001-05-04,0,0,1,,,7
count_wait,2001-05-05,2001-05-11,0,0,27,,,
count_wait_prior,2001-05-05,2001-05-11,0,0,24,F,,
count_wait_prior,2001-05-05,2001-05-11,0,0,3,T,,
count_wait_age,2001-05-05,2001-05-11,0,0,5,,60-69,
count_wait_age,2001-05-05,2001-05-11,0,0,8,,18-39,
count_wait_age,2001-05-05,2001-05-11,0,0,6,,50-59,
count_wait_age,2001-05-05,2001-05-11,0,0,1,,70-79,
count_wait_age,2001-05-05,2001-05-11,0,0,5,,80+,
count_wait_age,2001-05-05,2001-05-11,0,0,2,,40-49,
count_wait_imd,2001-05-05,2001-05-11,0,0,22,,,Unknown
count_wait_imd,2001-05-05,2001-05-11,0,0,1,,,6
count_wait_imd,2001-05-05,2001-05-11,0,0,2,,,4
count_wait_imd,2001-05-05,2001-05-11,0,0,1,,,9
count_wait_imd,2001-05-05,2001-05-11,0,0,1,,,7
count_wait,2001-05-12,2001-05-18,0,0,27,,,
count_wait_prior,2001-05-12,2001-05-18,0,0,24,F,,
count_wait_prior,2001-05-12,2001-05-18,0,0,3,T,,
count_wait_age,2001-05-12,2001-05-18,0,0,5,,60-69,
count_wait_age,2001-05-12,2001-05-18,0,0,8,,18-39,
count_wait_age,2001-05-12,2001-05-18,0,0,6,,50-59,
count_wait_age,2001-05-12,2001-05-18,0,0,1,,70-79,
count_wait_age,2001-05-12,2001-05-18,0,0,5,,80+,
count_wait_age,2001-05-12,2001-05-18,0,0,2,,40-49,
count_wait_imd,2001-05-12,2001-05-18,0,0,22,,,Unknown
count_wait_imd,2001-05-12,2001-05-18,0,0,1,,,6
count_wait_imd,2001-05-12,2001-05-18,0,0,2,,,4
count_wait_imd,2001-05-12,2001-05-18,0,0,1,,,9
count_wait_imd,2001-05-12,2001-05-18,0,0,1,,,7
count_wait,2001-05-19,2001-05-25,0,0,25,,,
count_wait_prior,2001-05-19,2001-05-25,0,0,22,F,,
count_wait_prior,2001-05-19,2001-05-25,0,0,3,T,,
count_wait_age,2001-05-19,2001-05-25,0,0,4,,60-69,
count_wait_age,2001-05-19,2001-05-25,0,0,8,,18-39,
count_wait_age,2001-05-19,2001-05-25,0,0,5,,50-59,
count_wait_age,2001-05-19,2001-05-25,0,0,1,,70-79,
count_wait_age,2001-05-19,2001-05-25,0,0,5,,80+,
count_wait_age,2001-05-19,2001-05-25,0,0,2,,40-49,
count_wait_imd,2001-05-19,2001-05-25,0,0,20,,,Unknown
count_wait_imd,2001-05-19,2001-05-25,0,0,1,,,6
count_wait_imd,2001-05-19,2001-05-25,0,0,2,,,4
count_wait_imd,2001-05-19,2001-05-25,0,0,1,,,9
count_wait_imd,2001-05-19,2001-05-25,0,0,1,,,7
count_wait,2001-05-26,2001-06-01,0,0,25,,,
count_wait_prior,2001-05-26,2001-06-01,0,0,22,F,,
count_wait_prior,2001-05-26,2001-06-01,0,0,3,T,,
count_wait_age,2001-05-26,2001-06-01,0,0,4,,60-69,
count_wait_age,2001-05-26,2001-06-01,0,0,8,,18-39,
count_wait_age,2001-05-26,2001-06-01,0,0,5,,50-59,
count_wait_age,2001-05-26,2001-06-01,0,0,1,,70-79,
count_wait_age,2001-05-26,2001-06-01,0,0,5,,80+,
count_wait_age,2001-05-26,2001-06-01,0,0,2,,40-49,
count_wait_imd,2001-05-26,2001-06-01,0,0,20,,,Unknown
count_wait_imd,2001-05-26,2001-06-01,0,0,1,,,6
count_wait_imd,2001-05-26,2001-06-01,0,0,2,,,4
count_wait_imd,2001-05-26,2001-06-01,0,0,1,,,9
count_wait_imd,2001-05-26,2001-06-01,0,0,1,,,7
count_wait,2001-06-02,2001-06-08,0,0,24,,,
count_wait_prior,2001-06-02,2001-06-08,0,0,21,F,,
count_wait_prior,2001-06-02,2001-06-08,0,0,3,T,,
count_wait_age,2001-06-02,2001-06-08,0,0,4,,60-69,
count_wait_age,2001-06-02,2001-06-08,0,0,7,,18-39,
count_wait_age,2001-06-02,2001-06-08,0,0,5,,50-59,
count_wait_age,2001-06-02,2001-06-08,0,0,1,,70-79,
count_wait_age,2001-06-02,2001-06-08,0,0,5,,80+,
count_wait_age,2001-06-02,2001-06-08,0,0,2,,40-49,
count_wait_imd,2001-06-02,2001-06-08,0,0,19,,,Unknown
count_wait_imd,2001-06-02,2001-06-08,0,0,1,,,6
count_wait_imd,2001-06-02,2001-06-08,0,0,2,,,4
count_wait_imd,2001-06-02,2001-06-08,0,0,1,,,9
count_wait_imd,2001-06-02,2001-06-08,0,0,1,,,7
count_wait,2001-06-09,2001-06-15,0,0,24,,,
count_wait_prior,2001-06-09,2001-06-15,0,0,21,F,,
count_wait_prior,2001-06-09,2001-06-15,0,0,3,T,,
count_wait_age,2001-06-09,2001-06-15,0,0,4,,60-69,
count_wait_age,2001-06-09,2001-06-15,0,0,7,,18-39,
count_wait_age,2001-06-09,2001-06-15,0,0,5,,50-59,
count_wait_age,2001-06-09,2001-06-15,0,0,1,,70-79,
count_wait_age,2001-06-09,2001-06-15,0,0,5,,80+,
count_wait_age,2001-06-09,2001-06-15,0,0,2,,40-49,
count_wait_imd,2001-06-09,2001-06-15,0,0,19,,,Unknown
count_wait_imd,2001-06-09,2001-06-15,0,0,1,,,6
count_wait_imd,2001-06-09,2001-06-15,0,0,2,,,4
count_wait_imd,2001-06-09,2001-06-15,0,0,1,,,9
count_wait_imd,2001-06-09,2001-06-15,0,0,1,,,7
count_wait,2001-06-16,2001-06-22,0,0,23,,,
count_wait_prior,2001-06-16,2001-06-22,0,0,20,F,,
count_wait_prior,2001-06-16,2001-06-22,0,0,3,T,,
count_wait_age,2001-06-16,2001-06-22,0,0,4,,60-69,
count_wait_age,2001-06-16,2001-06-22,0,0,6,,18-39,
count_wait_age,2001-06-16,2001-06-22,0,0,5,,50-59,
count_wait_age,2001-06-16,2001-06-22,0,0,1,,70-79,
count_wait_age,2001-06-16,2001-06-22,0,0,5,,80+,
count_wait_age,2001-06-16,2001-06-22,0,0,2,,40-49,
count_wait_imd,2001-06-16,2001-06-22,0,0,19,,,Unknown
count_wait_imd,2001-06-16,2001-06-22,0,0,1,,,6
count_wait_imd,2001-06-16,2001-06-22,0,0,2,,,4
count_wait_imd,2001-06-16,2001-06-22,0,0,1,,,9
count_wait,2001-06-23,2001-06-29,0,0,23,,,
count_wait_prior,2001-06-23,2001-06-29,0,0,20,F,,
count_wait_prior,2001-06-23,2001-06-29,0,0,3,T,,
count_wait_age,2001-06-23,2001-06-29,0,0,4,,60-69,
count_wait_age,2001-06-23,2001-06-29,0,0,6,,18-39,
count_wait_age,2001-06-23,2001-06-29,0,0,5,,50-59,
count_wait_age,2001-06-23,2001-06-29,0,0,1,,70-79,
count_wait_age,2001-06-23,2001-06-29,0,0,5,,80+,
count_wait_age,2001-06-23,2001-06-29,0,0,2,,40-49,
count_wait_imd,2001-06-23,2001-06-29,0,0,19,,,Unknown
count_wait_imd,2001-06-23,2001-06-29,0,0,1,,,6
count_wait_imd,2001-06-23,2001-06-29,0,0,2,,,4
count_wait_imd,2001-06-23,2001-06-29,0,0,1,,,9
count_wait,2001-06-30,2001-07-06,0,0,22,,,
count_wait_prior,2001-06-30,2001-07-06,0,0,19,F,,
count_wait_prior,2001-06-30,2001-07-06,0,0,3,T,,
count_wait_age,2001-06-30,2001-07-06,0,0,4,,60-69,
count_wait_age,2001-06-30,2001-07-06,0,0,6,,18-39,
count_wait_age,2001-06-30,2001-07-06,0,0,4,,50-59,
count_wait_age,2001-06-30,2001-07-06,0,0,1,,70-79,
count_wait_age,2001-06-30,2001-07-06,0,0,5,,80+,
count_wait_age,2001-06-30,2001-07-06,0,0,2,,40-49,
count_wait_imd,2001-06-30,2001-07-06,0,0,18,,,Unknown
count_wait_imd,2001-06-30,2001-07-06,0,0,1,,,6
count_wait_imd,2001-06-30,2001-07-06,0,0,2,,,4
count_wait_imd,2001-06-30,2001-07-06,0,0,1,,,9
count_wait,2001-07-07,2001-07-13,0.045454545,1,22,,,
count_wait_prior,2001-07-07,2001-07-13,0,0,19,F,,
count_wait_prior,2001-07-07,2001-07-13,0.333333333,1,3,T,,
count_wait_age,2001-07-07,2001-07-13,0.25,1,4,,60-69,
count_wait_age,2001-07-07,2001-07-13,0,0,6,,18-39,
count_wait_age,2001-07-07,2001-07-13,0,0,4,,50-59,
count_wait_age,2001-07-07,2001-07-13,0,0,1,,70-79,
count_wait_age,2001-07-07,2001-07-13,0,0,5,,80+,
count_wait_age,2001-07-07,2001-07-13,0,0,2,,40-49,
count_wait_imd,2001-07-07,2001-07-13,0,0,18,,,Unknown
count_wait_imd,2001-07-07,2001-07-13,1,1,1,,,6
count_wait_imd,2001-07-07,2001-07-13,0,0,2,,,4
count_wait_imd,2001-07-07,2001-07-13,0,0,1,,,9
count_wait,2001-07-14,2001-07-20,0,0,21,,,
count_wait_prior,2001-07-14,2001-07-20,0,0,19,F,,
count_wait_prior,2001-07-14,2001-07-20,0,0,2,T,,
count_wait_age,2001-07-14,2001-07-20,0,0,3,,60-69,
count_wait_age,2001-07-14,2001-07-20,0,0,6,,18-39,
count_wait_age,2001-07-14,2001-07-20,0,0,4,,50-59,
count_wait_age,2001-07-14,2001-07-20,0,0,1,,70-79,
count_wait_age,2001-07-14,2001-07-20,0,0,5,,80+,
count_wait_age,2001-07-14,2001-07-20,0,0,2,,40-49,
count_wait_imd,2001-07-14,2001-07-20,0,0,18,,,Unknown
count_wait_imd,2001-07-14,2001-07-20,0,0,2,,,4
count_wait_imd,2001-07-14,2001-07-20,0,0,1,,,9
count_wait,2001-07-21,2001-07-27,0,0,21,,,
count_wait_prior,2001-07-21,2001-07-27,0,0,19,F,,
count_wait_prior,2001-07-21,2001-07-27,0,0,2,T,,
count_wait_age,2001-07-21,2001-07-27,0,0,3,,60-69,
count_wait_age,2001-07-21,2001-07-27,0,0,6,,18-39,
count_wait_age,2001-07-21,2001-07-27,0,0,4,,50-59,
count_wait_age,2001-07-21,2001-07-27,0,0,1,,70-79,
count_wait_age,2001-07-21,2001-07-27,0,0,5,,80+,
count_wait_age,2001-07-21,2001-07-27,0,0,2,,40-49,
count_wait_imd,2001-07-21,2001-07-27,0,0,18,,,Unknown
count_wait_imd,2001-07-21,2001-07-27,0,0,2,,,4
count_wait_imd,2001-07-21,2001-07-27,0,0,1,,,9
count_wait,2001-07-28,2001-08-03,0,0,21,,,
count_wait_prior,2001-07-28,2001-08-03,0,0,19,F,,
count_wait_prior,2001-07-28,2001-08-03,0,0,2,T,,
count_wait_age,2001-07-28,2001-08-03,0,0,3,,60-69,
count_wait_age,2001-07-28,2001-08-03,0,0,6,,18-39,
count_wait_age,2001-07-28,2001-08-03,0,0,4,,50-59,
count_wait_age,2001-07-28,2001-08-03,0,0,1,,70-79,
count_wait_age,2001-07-28,2001-08-03,0,0,5,,80+,
count_wait_age,2001-07-28,2001-08-03,0,0,2,,40-49,
count_wait_imd,2001-07-28,2001-08-03,0,0,18,,,Unknown
count_wait_imd,2001-07-28,2001-08-03,0,0,2,,,4
count_wait_imd,2001-07-28,2001-08-03,0,0,1,,,9
count_wait,2001-08-04,2001-08-10,0,0,20,,,
count_wait_prior,2001-08-04,2001-08-10,0,0,18,F,,
count_wait_prior,2001-08-04,2001-08-10,0,0,2,T,,
count_wait_age,2001-08-04,2001-08-10,0,0,2,,60-69,
count_wait_age,2001-08-04,2001-08-10,0,0,6,,18-39,
count_wait_age,2001-08-04,2001-08-10,0,0,4,,50-59,
count_wait_age,2001-08-04,2001-08-10,0,0,1,,70-79,
count_wait_age,2001-08-04,2001-08-10,0,0,5,,80+,
count_wait_age,2001-08-04,2001-08-10,0,0,2,,40-49,
count_wait_imd,2001-08-04,2001-08-10,0,0,17,,,Unknown
count_wait_imd,2001-08-04,2001-08-10,0,0,2,,,4
count_wait_imd,2001-08-04,2001-08-10,0,0,1,,,9
count_wait,2001-08-11,2001-08-17,0,0,20,,,
count_wait_prior,2001-08-11,2001-08-17,0,0,18,F,,
count_wait_prior,2001-08-11,2001-08-17,0,0,2,T,,
count_wait_age,2001-08-11,2001-08-17,0,0,2,,60-69,
count_wait_age,2001-08-11,2001-08-17,0,0,6,,18-39,
count_wait_age,2001-08-11,2001-08-17,0,0,4,,50-59,
count_wait_age,2001-08-11,2001-08-17,0,0,1,,70-79,
count_wait_age,2001-08-11,2001-08-17,0,0,5,,80+,
count_wait_age,2001-08-11,2001-08-17,0,0,2,,40-49,
count_wait_imd,2001-08-11,2001-08-17,0,0,17,,,Unknown
count_wait_imd,2001-08-11,2001-08-17,0,0,2,,,4
count_wait_imd,2001-08-11,2001-08-17,0,0,1,,,9
count_wait,2001-08-18,2001-08-24,0,0,19,,,
count_wait_prior,2001-08-18,2001-08-24,0,0,17,F,,
count_wait_prior,2001-08-18,2001-08-24,0,0,2,T,,
count_wait_age,2001-08-18,2001-08-24,0,0,2,,60-69,
count_wait_age,2001-08-18,2001-08-24,0,0,6,,18-39,
count_wait_age,2001-08-18,2001-08-24,0,0,1,,70-79,
count_wait_age,2001-08-18,2001-08-24,0,0,5,,80+,
count_wait_age,2001-08-18,2001-08-24,0,0,3,,50-59,
count_wait_age,2001-08-18,2001-08-24,0,0,2,,40-49,
count_wait_imd,2001-08-18,2001-08-24,0,0,16,,,Unknown
count_wait_imd,2001-08-18,2001-08-24,0,0,2,,,4
count_wait_imd,2001-08-18,2001-08-24,0,0,1,,,9
count_wait,2001-08-25,2001-08-31,0,0,19,,,
count_wait_prior,2001-08-25,2001-08-31,0,0,17,F,,
count_wait_prior,2001-08-25,2001-08-31,0,0,2,T,,
count_wait_age,2001-08-25,2001-08-31,0,0,2,,60-69,
count_wait_age,2001-08-25,2001-08-31,0,0,6,,18-39,
count_wait_age,2001-08-25,2001-08-31,0,0,1,,70-79,
count_wait_age,2001-08-25,2001-08-31,0,0,5,,80+,
count_wait_age,2001-08-25,2001-08-31,0,0,3,,50-59,
count_wait_age,2001-08-25,2001-08-31,0,0,2,,40-49,
count_wait_imd,2001-08-25,2001-08-31,0,0,16,,,Unknown
count_wait_imd,2001-08-25,2001-08-31,0,0,2,,,4
count_wait_imd,2001-08-25,2001-08-31,0,0,1,,,9
count_wait,2001-09-01,2001-09-07,0,0,18,,,
count_wait_prior,2001-09-01,2001-09-07,0,0,16,F,,
count_wait_prior,2001-09-01,2001-09-07,0,0,2,T,,
count_wait_age,2001-09-01,2001-09-07,0,0,2,,60-69,
count_wait_age,2001-09-01,2001-09-07,0,0,5,,18-39,
count_wait_age,2001-09-01,2001-09-07,0,0,1,,70-79,
count_wait_age,2001-09-01,2001-09-07,0,0,5,,80+,
count_wait_age,2001-09-01,2001-09-07,0,0,3,,50-59,
count_wait_age,2001-09-01,2001-09-07,0,0,2,,40-49,
count_wait_imd,2001-09-01,2001-09-07,0,0,15,,,Unknown
count_wait_imd,2001-09-01,2001-09-07,0,0,2,,,4
count_wait_imd,2001-09-01,2001-09-07,0,0,1,,,9
count_wait,2001-09-08,2001-09-14,0,0,18,,,
count_wait_prior,2001-09-08,2001-09-14,0,0,16,F,,
count_wait_prior,2001-09-08,2001-09-14,0,0,2,T,,
count_wait_age,2001-09-08,2001-09-14,0,0,2,,60-69,
count_wait_age,2001-09-08,2001-09-14,0,0,5,,18-39,
count_wait_age,2001-09-08,2001-09-14,0,0,1,,70-79,
count_wait_age,2001-09-08,2001-09-14,0,0,5,,80+,
count_wait_age,2001-09-08,2001-09-14,0,0,3,,50-59,
count_wait_age,2001-09-08,2001-09-14,0,0,2,,40-49,
count_wait_imd,2001-09-08,2001-09-14,0,0,15,,,Unknown
count_wait_imd,2001-09-08,2001-09-14,0,0,2,,,4
count_wait_imd,2001-09-08,2001-09-14,0,0,1,,,9
count_wait,2001-09-15,2001-09-21,0,0,18,,,
count_wait_prior,2001-09-15,2001-09-21,0,0,16,F,,
count_wait_prior,2001-09-15,2001-09-21,0,0,2,T,,
count_wait_age,2001-09-15,2001-09-21,0,0,2,,60-69,
count_wait_age,2001-09-15,2001-09-21,0,0,5,,18-39,
count_wait_age,2001-09-15,2001-09-21,0,0,1,,70-79,
count_wait_age,2001-09-15,2001-09-21,0,0,5,,80+,
count_wait_age,2001-09-15,2001-09-21,0,0,3,,50-59,
count_wait_age,2001-09-15,2001-09-21,0,0,2,,40-49,
count_wait_imd,2001-09-15,2001-09-21,0,0,15,,,Unknown
count_wait_imd,2001-09-15,2001-09-21,0,0,2,,,4
count_wait_imd,2001-09-15,2001-09-21,0,0,1,,,9
count_wait,2001-09-22,2001-09-28,0,0,18,,,
count_wait_prior,2001-09-22,2001-09-28,0,0,16,F,,
count_wait_prior,2001-09-22,2001-09-28,0,0,2,T,,
count_wait_age,2001-09-22,2001-09-28,0,0,2,,60-69,
count_wait_age,2001-09-22,2001-09-28,0,0,5,,18-39,
count_wait_age,2001-09-22,2001-09-28,0,0,1,,70-79,
count_wait_age,2001-09-22,2001-09-28,0,0,5,,80+,
count_wait_age,2001-09-22,2001-09-28,0,0,3,,50-59,
count_wait_age,2001-09-22,2001-09-28,0,0,2,,40-49,
count_wait_imd,2001-09-22,2001-09-28,0,0,15,,,Unknown
count_wait_imd,2001-09-22,2001-09-28,0,0,2,,,4
count_wait_imd,2001-09-22,2001-09-28,0,0,1,,,9
count_wait,2001-09-29,2001-10-05,0,0,17,,,
count_wait_prior,2001-09-29,2001-10-05,0,0,15,F,,
count_wait_prior,2001-09-29,2001-10-05,0,0,2,T,,
count_wait_age,2001-09-29,2001-10-05,0,0,2,,60-69,
count_wait_age,2001-09-29,2001-10-05,0,0,4,,18-39,
count_wait_age,2001-09-29,2001-10-05,0,0,1,,70-79,
count_wait_age,2001-09-29,2001-10-05,0,0,5,,80+,
count_wait_age,2001-09-29,2001-10-05,0,0,3,,50-59,
count_wait_age,2001-09-29,2001-10-05,0,0,2,,40-49,
count_wait_imd,2001-09-29,2001-10-05,0,0,14,,,Unknown
count_wait_imd,2001-09-29,2001-10-05,0,0,2,,,4
count_wait_imd,2001-09-29,2001-10-05,0,0,1,,,9
count_wait,2001-10-06,2001-10-12,0,0,16,,,
count_wait_prior,2001-10-06,2001-10-12,0,0,14,F,,
count_wait_prior,2001-10-06,2001-10-12,0,0,2,T,,
count_wait_age,2001-10-06,2001-10-12,0,0,2,,60-69,
count_wait_age,2001-10-06,2001-10-12,0,0,4,,18-39,
count_wait_age,2001-10-06,2001-10-12,0,0,1,,70-79,
count_wait_age,2001-10-06,2001-10-12,0,0,4,,80+,
count_wait_age,2001-10-06,2001-10-12,0,0,3,,50-59,
count_wait_age,2001-10-06,2001-10-12,0,0,2,,40-49,
count_wait_imd,2001-10-06,2001-10-12,0,0,13,,,Unknown
count_wait_imd,2001-10-06,2001-10-12,0,0,2,,,4
count_wait_imd,2001-10-06,2001-10-12,0,0,1,,,9
count_wait,2001-10-13,2001-10-19,0,0,16,,,
count_wait_prior,2001-10-13,2001-10-19,0,0,14,F,,
count_wait_prior,2001-10-13,2001-10-19,0,0,2,T,,
count_wait_age,2001-10-13,2001-10-19,0,0,2,,60-69,
count_wait_age,2001-10-13,2001-10-19,0,0,4,,18-39,
count_wait_age,2001-10-13,2001-10-19,0,0,1,,70-79,
count_wait_age,2001-10-13,2001-10-19,0,0,4,,80+,
count_wait_age,2001-10-13,2001-10-19,0,0,3,,50-59,
count_wait_age,2001-10-13,2001-10-19,0,0,2,,40-49,
count_wait_imd,2001-10-13,2001-10-19,0,0,13,,,Unknown
count_wait_imd,2001-10-13,2001-10-19,0,0,2,,,4
count_wait_imd,2001-10-13,2001-10-19,0,0,1,,,9
count_wait,2001-10-20,2001-10-26,0,0,16,,,
count_wait_prior,2001-10-20,2001-10-26,0,0,14,F,,
count_wait_prior,2001-10-20,2001-10-26,0,0,2,T,,
count_wait_age,2001-10-20,2001-10-26,0,0,2,,60-69,
count_wait_age,2001-10-20,2001-10-26,0,0,4,,18-39,
count_wait_age,2001-10-20,2001-10-26,0,0,1,,70-79,
count_wait_age,2001-10-20,2001-10-26,0,0,4,,80+,
count_wait_age,2001-10-20,2001-10-26,0,0,3,,50-59,
count_wait_age,2001-10-20,2001-10-26,0,0,2,,40-49,
count_wait_imd,2001-10-20,2001-10-26,0,0,13,,,Unknown
count_wait_imd,2001-10-20,2001-10-26,0,0,2,,,4
count_wait_imd,2001-10-20,2001-10-26,0,0,1,,,9
count_wait,2001-10-27,2001-11-02,0,0,16,,,
count_wait_prior,2001-10-27,2001-11-02,0,0,14,F,,
count_wait_prior,2001-10-27,2001-11-02,0,0,2,T,,
count_wait_age,2001-10-27,2001-11-02,0,0,2,,60-69,
count_wait_age,2001-10-27,2001-11-02,0,0,4,,18-39,
count_wait_age,2001-10-27,2001-11-02,0,0,1,,70-79,
count_wait_age,2001-10-27,2001-11-02,0,0,4,,80+,
count_wait_age,2001-10-27,2001-11-02,0,0,3,,50-59,
count_wait_age,2001-10-27,2001-11-02,0,0,2,,40-49,
count_wait_imd,2001-10-27,2001-11-02,0,0,13,,,Unknown
count_wait_imd,2001-10-27,2001-11-02,0,0,2,,,4
count_wait_imd,2001-10-27,2001-11-02,0,0,1,,,9
