measure,interval_start,interval_end,ratio,numerator,denominator,prior_opioid_rx,age_group,imd_decile,sex
count_wait_prior,2000-06-24,2000-06-30,0.483193277,460,952,F,,,
count_wait_age,2000-06-24,2000-06-30,0.344995141,355,1029,,80+,,
count_wait_age,2000-06-24,2000-06-30,0.418199419,432,1033,,18-39,,
count_wait_age,2000-06-24,2000-06-30,0.362305581,396,1093,,60-69,,
count_wait_age,2000-06-24,2000-06-30,0.299516908,310,1035,,70-79,,
count_wait_age,2000-06-24,2000-06-30,0.260707635,280,1074,,40-49,,
count_wait_age,2000-06-24,2000-06-30,0.349106204,332,951,,50-59,,
count_wait_imd,2000-06-24,2000-06-30,0.294803818,278,943,,,Unknown,
count_wait_imd,2000-06-24,2000-06-30,0.328460039,337,1026,,,5,
count_wait_imd,2000-06-24,2000-06-30,0.384167637,330,859,,,6,
count_wait_imd,2000-06-24,2000-06-30,0.433054393,414,956,,,1 (most deprived),
count_wait_imd,2000-06-24,2000-06-30,0.394366197,392,994,,,4,
count_wait_imd,2000-06-24,2000-06-30,0.559591373,493,881,,,9,
count_wait_imd,2000-06-24,2000-06-30,0.436137072,420,963,,,2,
count_wait_imd,2000-06-24,2000-06-30,0.261861314,287,1096,,,10 (least deprived),
count_wait_imd,2000-06-24,2000-06-30,0.327453142,297,907,,,3,
count_wait_imd,2000-06-24,2000-06-30,0.481837607,451,936,,,7,
count_wait_sex,2000-06-24,2000-06-30,0.318181818,336,1056,,,,female
count_wait_sex,2000-06-24,2000-06-30,0.278370514,287,1031,,,,male
count_wait_prior,2000-07-01,2000-07-07,0.384321224,402,1046,T,,,
count_wait_prior,2000-07-01,2000-07-07,0.285092492,262,919,F,,,
count_wait_age,2000-07-01,2000-07-07,0.301905717,301,997,,80+,,
count_wait_age,2000-07-01,2000-07-07,0.431462741,469,1087,,18-39,,
count_wait_age,2000-07-01,2000-07-07,0.363302752,396,1090,,60-69,,
count_wait_age,2000-07-01,2000-07-07,0.407925408,350,858,,70-79,,
count_wait_age,2000-07-01,2000-07-07,0.382568807,417,1090,,40-49,,
count_wait_age,2000-07-01,2000-07-07,0.269791667,259,960,,50-59,,
count_wait_imd,2000-07-01,2000-07-07,0.45410628,470,1035,,,Unknown,
count_wait_imd,2000-07-01,2000-07-07,0.390769231,381,975,,,5,
count_wait_imd,2000-07-01,2000-07-07,0.364356436,368,1010,,,6,
count_wait_imd,2000-07-01,2000-07-07,0.472222222,442,936,,,1 (most deprived),
count_wait_imd,2000-07-01,2000-07-07,0.324945295,297,914,,,4,
count_wait_imd,2000-07-01,2000-07-07,0.402116402,380,945,,,9,
count_wait_imd,2000-07-01,2000-07-07,0.394977169,346,876,,,2,
count_wait_imd,2000-07-01,2000-07-07,0.367662204,357,971,,,10 (least deprived),
count_wait_imd,2000-07-01,2000-07-07,0.459692898,479,1042,,,3,
count_wait_imd,2000-07-01,2000-07-07,0.446529081,476,1066,,,7,
count_wait_sex,2000-07-01,2000-07-07,0.511061947,462,904,,,,female
count_wait_sex,2000-07-01,2000-07-07,0.452122409,458,1013,,,,male
count_wait_prior,2000-07-08,2000-07-14,0.393764434,341,866,T,,,
count_wait_prior,2000-07-08,2000-07-14,0.338289963,364,1076,F,,,
count_wait_age,2000-07-08,2000-07-14,0.251256281,250,995,,80+,,
count_wait_age,2000-07-08,2000-07-14,0.40312213,439,1089,,18-39,,
count_wait_age,2000-07-08,2000-07-14,0.434867777,444,1021,,60-69,,
count_wait_age,2000-07-08,2000-07-14,0.328781513,313,952,,70-79,,
count_wait_age,2000-07-08,2000-07-14,0.286463799,273,953,,40-49,,
count_wait_age,2000-07-08,2000-07-14,0.338338338,338,999,,50-59,,
count_wait_imd,2000-07-08,2000-07-14,0.466981132,495,1060,,,Unknown,
count_wait_imd,2000-07-08,2000-07-14,0.541231127,466,861,,,5,
count_wait_imd,2000-07-08,2000-07-14,0.527896996,492,932,,,6,
count_wait_imd,2000-07-08,2000-07-14,0.351445087,304,865,,,1 (most deprived),
count_wait_imd,2000-07-08,2000-07-14,0.476142132,469,985,,,4,
count_wait_imd,2000-07-08,2000-07-14,0.346303502,356,1028,,,9,
count_wait_imd,2000-07-08,2000-07-14,0.337735849,358,1060,,,2,
count_wait_imd,2000-07-08,2000-07-14,0.262773723,252,959,,,10 (least deprived),
count_wait_imd,2000-07-08,2000-07-14,0.31152648,300,963,,,3,
count_wait_imd,2000-07-08,2000-07-14,0.381632653,374,980,,,7,
count_wait_sex,2000-07-08,2000-07-14,0.241474654,262,1085,,,,female
count_wait_sex,2000-07-08,2000-07-14,0.545755237,495,907,,,,male
count_wait_prior,2000-07-15,2000-07-21,0.287334594,304,1058,T,,,
count_wait_prior,2000-07-15,2000-07-21,0.30974478,267,862,F,,,
count_wait_age,2000-07-15,2000-07-21,0.413184773,445,1077,,80+,,
count_wait_age,2000-07-15,2000-07-21,0.266848816,293,1098,,18-39,,
count_wait_age,2000-07-15,2000-07-21,0.267087277,254,951,,60-69,,
count_wait_age,2000-07-15,2000-07-21,0.306143001,304,993,,70-79,,
count_wait_age,2000-07-15,2000-07-21,0.447418738,468,1046,,40-49,,
count_wait_age,2000-07-15,2000-07-21,0.241610738,252,1043,,50-59,,
count_wait_imd,2000-07-15,2000-07-21,0.374002281,328,877,,,Unknown,
count_wait_imd,2000-07-15,2000-07-21,0.367521368,344,936,,,5,
count_wait_imd,2000-07-15,2000-07-21,0.411235955,366,890,,,6,
count_wait_imd,2000-07-15,2000-07-21,0.383849558,347,904,,,1 (most deprived),
count_wait_imd,2000-07-15,2000-07-21,0.409770688,411,1003,,,4,
count_wait_imd,2000-07-15,2000-07-21,0.474945534,436,918,,,9,
count_wait_imd,2000-07-15,2000-07-21,0.518918919,480,925,,,2,
count_wait_imd,2000-07-15,2000-07-21,0.467793031,443,947,,,10 (least deprived),
count_wait_imd,2000-07-15,2000-07-21,0.448897796,448,998,,,3,
count_wait_imd,2000-07-15,2000-07-21,0.309306569,339,1096,,,7,
count_wait_sex,2000-07-15,2000-07-21,0.382647386,344,899,,,,female
count_wait_sex,2000-07-15,2000-07-21,0.413407821,444,1074,,,,male
count_wait_prior,2000-07-22,2000-07-28,0.458,458,1000,T,,,
count_wait_prior,2000-07-22,2000-07-28,0.527542373,498,944,F,,,
count_wait_age,2000-07-22,2000-07-28,0.341164454,334,979,,80+,,
count_wait_age,2000-07-22,2000-07-28,0.272373541,280,1028,,18-39,,
count_wait_age,2000-07-22,2000-07-28,0.497168743,439,883,,60-69,,
count_wait_age,2000-07-22,2000-07-28,0.522994652,489,935,,70-79,,
count_wait_age,2000-07-22,2000-07-28,0.292543021,306,1046,,40-49,,
count_wait_age,2000-07-22,2000-07-28,0.316964286,284,896,,50-59,,
count_wait_imd,2000-07-22,2000-07-28,0.317351598,278,876,,,Unknown,
count_wait_imd,2000-07-22,2000-07-28,0.353465347,357,1010,,,5,
count_wait_imd,2000-07-22,2000-07-28,0.403669725,352,872,,,6,
count_wait_imd,2000-07-22,2000-07-28,0.366137566,346,945,,,1 (most deprived),
count_wait_imd,2000-07-22,2000-07-28,0.471991701,455,964,,,4,
count_wait_imd,2000-07-22,2000-07-28,0.353720693,347,981,,,9,
count_wait_imd,2000-07-22,2000-07-28,0.410182517,427,1041,,,2,
count_wait_imd,2000-07-22,2000-07-28,0.474854932,491,1034,,,10 (least deprived),
count_wait_imd,2000-07-22,2000-07-28,0.357218124,339,949,,,3,
count_wait_imd,2000-07-22,2000-07-28,0.340635268,311,913,,,7,
count_wait_sex,2000-07-22,2000-07-28,0.311586052,277,889,,,,female
count_wait_sex,2000-07-22,2000-07-28,0.52662037,455,864,,,,male
count_wait_prior,2000-07-29,2000-08-04,0.473867596,408,861,T,,,
count_wait_prior,2000-07-29,2000-08-04,0.301834862,329,1090,F,,,
count_wait_age,2000-07-29,2000-08-04,0.477906977,411,860,,80+,,
count_wait_age,2000-07-29,2000-08-04,0.328723404,309,940,,18-39,,
count_wait_age,2000-07-29,2000-08-04,0.334343434,331,990,,60-69,,
count_wait_age,2000-07-29,2000-08-04,0.431316042,449,1041,,70-79,,
count_wait_age,2000-07-29,2000-08-04,0.463387978,424,915,,40-49,,
count_wait_age,2000-07-29,2000-08-04,0.326388889,329,1008,,50-59,,
count_wait_imd,2000-07-29,2000-08-04,0.272925764,250,916,,,Unknown,
count_wait_imd,2000-07-29,2000-08-04,0.341772152,351,1027,,,5,
count_wait_imd,2000-07-29,2000-08-04,0.46314741,465,1004,,,6,
count_wait_imd,2000-07-29,2000-08-04,0.366742597,322,878,,,1 (most deprived),
count_wait_imd,2000-07-29,2000-08-04,0.434579439,465,1070,,,4,
count_wait_imd,2000-07-29,2000-08-04,0.44568869,398,893,,,9,
count_wait_imd,2000-07-29,2000-08-04,0.386363636,408,1056,,,2,
count_wait_imd,2000-07-29,2000-08-04,0.44773358,484,1081,,,10 (least deprived),
count_wait_imd,2000-07-29,2000-08-04,0.295823666,255,862,,,3,
count_wait_imd,2000-07-29,2000-08-04,0.507172131,495,976,,,7,
count_wait_sex,2000-07-29,2000-08-04,0.286248831,306,1069,,,,female
count_wait_sex,2000-07-29,2000-08-04,0.481481481,494,1026,,,,male
count_wait_prior,2000-08-05,2000-08-11,0.256244218,277,1081,T,,,
count_wait_prior,2000-08-05,2000-08-11,0.343607306,301,876,F,,,
count_wait_age,2000-08-05,2000-08-11,0.38877551,381,980,,80+,,
count_wait_age,2000-08-05,2000-08-11,0.309633028,270,872,,18-39,,
count_wait_age,2000-08-05,2000-08-11,0.294236603,291,989,,60-69,,
count_wait_age,2000-08-05,2000-08-11,0.556550952,497,893,,70-79,,
count_wait_age,2000-08-05,2000-08-11,0.374162679,391,1045,,40-49,,
count_wait_age,2000-08-05,2000-08-11,0.306920762,306,997,,50-59,,
count_wait_imd,2000-08-05,2000-08-11,0.327683616,348,1062,,,Unknown,
count_wait_imd,2000-08-05,2000-08-11,0.402183803,442,1099,,,5,
count_wait_imd,2000-08-05,2000-08-11,0.329386437,306,929,,,6,
count_wait_imd,2000-08-05,2000-08-11,0.342434585,301,879,,,1 (most deprived),
count_wait_imd,2000-08-05,2000-08-11,0.544202067,474,871,,,4,
count_wait_imd,2000-08-05,2000-08-11,0.269410664,288,1069,,,9,
count_wait_imd,2000-08-05,2000-08-11,0.341888176,373,1091,,,2,
count_wait_imd,2000-08-05,2000-08-11,0.378927911,410,1082,,,10 (least deprived),
count_wait_imd,2000-08-05,2000-08-11,0.347578348,366,1053,,,3,
count_wait_imd,2000-08-05,2000-08-11,0.454183267,456,1004,,,7,
count_wait_sex,2000-08-05,2000-08-11,0.518151815,471,909,,,,female
count_wait_sex,2000-08-05,2000-08-11,0.4086629,434,1062,,,,male
count_wait_prior,2000-08-12,2000-08-18,0.40456621,443,1095,T,,,
count_wait_prior,2000-08-12,2000-08-18,0.300851466,318,1057,F,,,
count_wait_age,2000-08-12,2000-08-18,0.322200393,328,1018,,80+,,
count_wait_age,2000-08-12,2000-08-18,0.434740883,453,1042,,18-39,,
count_wait_age,2000-08-12,2000-08-18,0.428988327,441,1028,,60-69,,
count_wait_age,2000-08-12,2000-08-18,0.322916667,341,1056,,70-79,,
count_wait_age,2000-08-12,2000-08-18,0.326171875,334,1024,,40-49,,
count_wait_age,2000-08-12,2000-08-18,0.363102233,309,851,,50-59,,
count_wait_imd,2000-08-12,2000-08-18,0.36752988,369,1004,,,Unknown,
count_wait_imd,2000-08-12,2000-08-18,0.399631676,434,1086,,,5,
count_wait_imd,2000-08-12,2000-08-18,0.435448578,398,914,,,6,
count_wait_imd,2000-08-12,2000-08-18,0.368715084,330,895,,,1 (most deprived),
count_wait_imd,2000-08-12,2000-08-18,0.323836657,341,1053,,,4,
count_wait_imd,2000-08-12,2000-08-18,0.391211147,365,933,,,9,
count_wait_imd,2000-08-12,2000-08-18,0.305224565,333,1091,,,2,
count_wait_imd,2000-08-12,2000-08-18,0.436401241,422,967,,,10 (least deprived),
count_wait_imd,2000-08-12,2000-08-18,0.338755981,354,1045,,,3,
count_wait_imd,2000-08-12,2000-08-18,0.479508197,468,976,,,7,
count_wait_sex,2000-08-12,2000-08-18,0.305528613,315,1031,,,,female
count_wait_sex,2000-08-12,2000-08-18,0.30248307,268,886,,,,male
count_wait_prior,2000-08-19,2000-08-25,0.343125734,292,851,T,,,
count_wait_prior,2000-08-19,2000-08-25,0.369515012,320,866,F,,,
count_wait_age,2000-08-19,2000-08-25,0.502844141,442,879,,80+,,
count_wait_age,2000-08-19,2000-08-25,0.566974596,491,866,,18-39,,
count_wait_age,2000-08-19,2000-08-25,0.478405316,432,903,,60-69,,
count_wait_age,2000-08-19,2000-08-25,0.501672241,450,897,,70-79,,
count_wait_age,2000-08-19,2000-08-25,0.438461538,456,1040,,40-49,,
count_wait_age,2000-08-19,2000-08-25,0.44784689,468,1045,,50-59,,
count_wait_imd,2000-08-19,2000-08-25,0.358846918,361,1006,,,Unknown,
count_wait_imd,2000-08-19,2000-08-25,0.358139535,308,860,,,5,
count_wait_imd,2000-08-19,2000-08-25,0.375404531,348,927,,,6,
count_wait_imd,2000-08-19,2000-08-25,0.497175141,440,885,,,1 (most deprived),
count_wait_imd,2000-08-19,2000-08-25,0.402611534,370,919,,,4,
count_wait_imd,2000-08-19,2000-08-25,0.365384615,323,884,,,9,
count_wait_imd,2000-08-19,2000-08-25,0.451041667,433,960,,,2,
count_wait_imd,2000-08-19,2000-08-25,0.495464853,437,882,,,10 (least deprived),
count_wait_imd,2000-08-19,2000-08-25,0.239316239,252,1053,,,3,
count_wait_imd,2000-08-19,2000-08-25,0.499442586,448,897,,,7,
count_wait_sex,2000-08-19,2000-08-25,0.370330843,347,937,,,,female
count_wait_sex,2000-08-19,2000-08-25,0.470769231,459,975,,,,male
count_wait_prior,2000-08-26,2000-09-01,0.415811088,405,974,T,,,
count_wait_prior,2000-08-26,2000-09-01,0.438075742,428,977,F,,,
count_wait_age,2000-08-26,2000-09-01,0.371517028,360,969,,80+,,
count_wait_age,2000-08-26,2000-09-01,0.385964912,396,1026,,18-39,,
count_wait_age,2000-08-26,2000-09-01,0.388195233,342,881,,60-69,,
count_wait_age,2000-08-26,2000-09-01,0.306598985,302,985,,70-79,,
count_wait_age,2000-08-26,2000-09-01,0.329038652,332,1009,,40-49,,
count_wait_age,2000-08-26,2000-09-01,0.369609856,360,974,,50-59,,
count_wait_imd,2000-08-26,2000-09-01,0.346980553,339,977,,,Unknown,
count_wait_imd,2000-08-26,2000-09-01,0.4106814,446,1086,,,5,
count_wait_imd,2000-08-26,2000-09-01,0.41723356,368,882,,,6,
count_wait_imd,2000-08-26,2000-09-01,0.421743205,450,1067,,,1 (most deprived),
count_wait_imd,2000-08-26,2000-09-01,0.329690346,362,1098,,,4,
count_wait_imd,2000-08-26,2000-09-01,0.514156285,454,883,,,9,
count_wait_imd,2000-08-26,2000-09-01,0.429184549,400,932,,,2,
count_wait_imd,2000-08-26,2000-09-01,0.247342995,256,1035,,,10 (least deprived),
count_wait_imd,2000-08-26,2000-09-01,0.565217391,481,851,,,3,
count_wait_imd,2000-08-26,2000-09-01,0.575722543,498,865,,,7,
count_wait_sex,2000-08-26,2000-09-01,0.316529894,270,853,,,,female
count_wait_sex,2000-08-26,2000-09-01,0.432405567,435,1006,,,,male
count_wait_prior,2000-09-02,2000-09-08,0.443396226,470,1060,T,,,
count_wait_prior,2000-09-02,2000-09-08,0.536889898,473,881,F,,,
count_wait_age,2000-09-02,2000-09-08,0.28934967,307,1061,,80+,,
count_wait_age,2000-09-02,2000-09-08,0.402710552,416,1033,,18-39,,
count_wait_age,2000-09-02,2000-09-08,0.37260274,408,1095,,60-69,,
count_wait_age,2000-09-02,2000-09-08,0.343283582,322,938,,70-79,,
count_wait_age,2000-09-02,2000-09-08,0.43818002,443,1011,,40-49,,
count_wait_age,2000-09-02,2000-09-08,0.478362573,409,855,,50-59,,
count_wait_imd,2000-09-02,2000-09-08,0.258291457,257,995,,,Unknown,
count_wait_imd,2000-09-02,2000-09-08,0.461134454,439,952,,,5,
count_wait_imd,2000-09-02,2000-09-08,0.424408015,466,1098,,,6,
count_wait_imd,2000-09-02,2000-09-08,0.399347116,367,919,,,1 (most deprived),
count_wait_imd,2000-09-02,2000-09-08,0.313241107,317,1012,,,4,
count_wait_imd,2000-09-02,2000-09-08,0.356321839,341,957,,,9,
count_wait_imd,2000-09-02,2000-09-08,0.565864834,494,873,,,2,
count_wait_imd,2000-09-02,2000-09-08,0.351473923,310,882,,,10 (least deprived),
count_wait_imd,2000-09-02,2000-09-08,0.380739082,340,893,,,3,
count_wait_imd,2000-09-02,2000-09-08,0.283632287,253,892,,,7,
count_wait_sex,2000-09-02,2000-09-08,0.410228509,377,919,,,,female
count_wait_sex,2000-09-02,2000-09-08,0.464362851,430,926,,,,male
count_wait_prior,2000-09-09,2000-09-15,0.346368715,372,1074,T,,,
count_wait_prior,2000-09-09,2000-09-15,0.268339768,278,1036,F,,,
count_wait_age,2000-09-09,2000-09-15,0.264378479,285,1078,,80+,,
count_wait_age,2000-09-09,2000-09-15,0.243470149,261,1072,,18-39,,
count_wait_age,2000-09-09,2000-09-15,0.466960352,424,908,,60-69,,
count_wait_age,2000-09-09,2000-09-15,0.477948718,466,975,,70-79,,
count_wait_age,2000-09-09,2000-09-15,0.311085973,275,884,,40-49,,
count_wait_age,2000-09-09,2000-09-15,0.46996124,485,1032,,50-59,,
count_wait_imd,2000-09-09,2000-09-15,0.435663627,430,987,,,Unknown,
count_wait_imd,2000-09-09,2000-09-15,0.536231884,481,897,,,5,
count_wait_imd,2000-09-09,2000-09-15,0.290137615,253,872,,,6,
count_wait_imd,2000-09-09,2000-09-15,0.307050093,331,1078,,,1 (most deprived),
count_wait_imd,2000-09-09,2000-09-15,0.332657201,328,986,,,4,
count_wait_imd,2000-09-09,2000-09-15,0.31495228,297,943,,,9,
count_wait_imd,2000-09-09,2000-09-15,0.32239925,344,1067,,,2,
count_wait_imd,2000-09-09,2000-09-15,0.405286344,368,908,,,10 (least deprived),
count_wait_imd,2000-09-09,2000-09-15,0.30537229,324,1061,,,3,
count_wait_imd,2000-09-09,2000-09-15,0.481737414,488,1013,,,7,
count_wait_sex,2000-09-09,2000-09-15,0.259191176,282,1088,,,,female
count_wait_sex,2000-09-09,2000-09-15,0.490889603,458,933,,,,male
count_wait_prior,2000-09-16,2000-09-22,0.554272517,480,866,T,,,
count_wait_prior,2000-09-16,2000-09-22,0.308182784,290,941,F,,,
count_wait_age,2000-09-16,2000-09-22,0.413483146,368,890,,80+,,
count_wait_age,2000-09-16,2000-09-22,0.322981366,312,966,,18-39,,
count_wait_age,2000-09-16,2000-09-22,0.536446469,471,878,,60-69,,
count_wait_age,2000-09-16,2000-09-22,0.365625,351,960,,70-79,,
count_wait_age,2000-09-16,2000-09-22,0.38277512,400,1045,,40-49,,
count_wait_age,2000-09-16,2000-09-22,0.489772727,431,880,,50-59,,
count_wait_imd,2000-09-16,2000-09-22,0.460921844,460,998,,,Unknown,
count_wait_imd,2000-09-16,2000-09-22,0.346826127,377,1087,,,5,
count_wait_imd,2000-09-16,2000-09-22,0.407597536,397,974,,,6,
count_wait_imd,2000-09-16,2000-09-22,0.423901941,415,979,,,1 (most deprived),
count_wait_imd,2000-09-16,2000-09-22,0.438063063,389,888,,,4,
count_wait_imd,2000-09-16,2000-09-22,0.534292035,483,904,,,9,
count_wait_imd,2000-09-16,2000-09-22,0.310679612,288,927,,,2,
count_wait_imd,2000-09-16,2000-09-22,0.515317287,471,914,,,10 (least deprived),
count_wait_imd,2000-09-16,2000-09-22,0.270833333,260,960,,,3,
count_wait_imd,2000-09-16,2000-09-22,0.328387735,332,1011,,,7,
count_wait_sex,2000-09-16,2000-09-22,0.406832298,393,966,,,,female
count_wait_sex,2000-09-16,2000-09-22,0.306122449,300,980,,,,male
count_wait_prior,2000-09-23,2000-09-29,0.478074866,447,935,T,,,
count_wait_prior,2000-09-23,2000-09-29,0.323366556,292,903,F,,,
count_wait_age,2000-09-23,2000-09-29,0.316032295,274,867,,80+,,
count_wait_age,2000-09-23,2000-09-29,0.332950631,290,871,,18-39,,
count_wait_age,2000-09-23,2000-09-29,0.326136364,287,880,,60-69,,
count_wait_age,2000-09-23,2000-09-29,0.554786621,481,867,,70-79,,
count_wait_age,2000-09-23,2000-09-29,0.380497132,398,1046,,40-49,,
count_wait_age,2000-09-23,2000-09-29,0.378226712,337,891,,50-59,,
count_wait_imd,2000-09-23,2000-09-29,0.270712909,281,1038,,,Unknown,
count_wait_imd,2000-09-23,2000-09-29,0.276717557,290,1048,,,5,
count_wait_imd,2000-09-23,2000-09-29,0.448044693,401,895,,,6,
count_wait_imd,2000-09-23,2000-09-29,0.331412104,345,1041,,,1 (most deprived),
count_wait_imd,2000-09-23,2000-09-29,0.436227224,407,933,,,4,
count_wait_imd,2000-09-23,2000-09-29,0.328306265,283,862,,,9,
count_wait_imd,2000-09-23,2000-09-29,0.415059688,452,1089,,,2,
count_wait_imd,2000-09-23,2000-09-29,0.361829026,364,1006,,,10 (least deprived),
count_wait_imd,2000-09-23,2000-09-29,0.496651786,445,896,,,3,
count_wait_imd,2000-09-23,2000-09-29,0.533477322,494,926,,,7,
count_wait_sex,2000-09-23,2000-09-29,0.276031434,281,1018,,,,female
count_wait_sex,2000-09-23,2000-09-29,0.360315893,365,1013,,,,male
count_wait_prior,2000-09-30,2000-10-06,0.319577735,333,1042,T,,,
count_wait_prior,2000-09-30,2000-10-06,0.394859813,338,856,F,,,
count_wait_age,2000-09-30,2000-10-06,0.303030303,280,924,,80+,,
count_wait_age,2000-09-30,2000-10-06,0.448801743,412,918,,60-69,,
count_wait_age,2000-09-30,2000-10-06,0.347389558,346,996,,18-39,,
count_wait_age,2000-09-30,2000-10-06,0.292134831,260,890,,70-79,,
count_wait_age,2000-09-30,2000-10-06,0.324,324,1000,,40-49,,
count_wait_age,2000-09-30,2000-10-06,0.54972067,492,895,,50-59,,
count_wait_imd,2000-09-30,2000-10-06,0.408121827,402,985,,,Unknown,
count_wait_imd,2000-09-30,2000-10-06,0.478515625,490,1024,,,5,
count_wait_imd,2000-09-30,2000-10-06,0.283870968,308,1085,,,6,
count_wait_imd,2000-09-30,2000-10-06,0.280208333,269,960,,,1 (most deprived),
count_wait_imd,2000-09-30,2000-10-06,0.423398329,456,1077,,,4,
count_wait_imd,2000-09-30,2000-10-06,0.30952381,273,882,,,9,
count_wait_imd,2000-09-30,2000-10-06,0.493071594,427,866,,,2,
count_wait_imd,2000-09-30,2000-10-06,0.354669465,338,953,,,10 (least deprived),
count_wait_imd,2000-09-30,2000-10-06,0.467261905,471,1008,,,3,
count_wait_imd,2000-09-30,2000-10-06,0.403785489,384,951,,,7,
count_wait_sex,2000-09-30,2000-10-06,0.502173913,462,920,,,,female
count_wait_sex,2000-09-30,2000-10-06,0.339824732,349,1027,,,,male
count_wait_prior,2000-10-07,2000-10-13,0.380020597,369,971,T,,,
count_wait_prior,2000-10-07,2000-10-13,0.479,479,1000,F,,,
count_wait_age,2000-10-07,2000-10-13,0.348435814,323,927,,80+,,
count_wait_age,2000-10-07,2000-10-13,0.49137931,456,928,,60-69,,
count_wait_age,2000-10-07,2000-10-13,0.305936073,268,876,,18-39,,
count_wait_age,2000-10-07,2000-10-13,0.37398374,322,861,,70-79,,
count_wait_age,2000-10-07,2000-10-13,0.378142077,346,915,,40-49,,
count_wait_age,2000-10-07,2000-10-13,0.35359116,384,1086,,50-59,,
count_wait_imd,2000-10-07,2000-10-13,0.4305685,462,1073,,,Unknown,
count_wait_imd,2000-10-07,2000-10-13,0.424843424,407,958,,,5,
count_wait_imd,2000-10-07,2000-10-13,0.484076433,456,942,,,6,
count_wait_imd,2000-10-07,2000-10-13,0.295734597,312,1055,,,1 (most deprived),
count_wait_imd,2000-10-07,2000-10-13,0.486363636,428,880,,,4,
count_wait_imd,2000-10-07,2000-10-13,0.262881178,250,951,,,9,
count_wait_imd,2000-10-07,2000-10-13,0.420229406,403,959,,,2,
count_wait_imd,2000-10-07,2000-10-13,0.333333333,347,1041,,,10 (least deprived),
count_wait_imd,2000-10-07,2000-10-13,0.457979226,485,1059,,,3,
count_wait_imd,2000-10-07,2000-10-13,0.292592593,316,1080,,,7,
count_wait_sex,2000-10-07,2000-10-13,0.361576355,367,1015,,,,female
count_wait_sex,2000-10-07,2000-10-13,0.298379409,313,1049,,,,male
count_wait_prior,2000-10-14,2000-10-20,0.361445783,330,913,T,,,
count_wait_prior,2000-10-14,2000-10-20,0.339622642,306,901,F,,,
count_wait_age,2000-10-14,2000-10-20,0.293489861,275,937,,80+,,
count_wait_age,2000-10-14,2000-10-20,0.473012758,482,1019,,60-69,,
count_wait_age,2000-10-14,2000-10-20,0.407407407,374,918,,18-39,,
count_wait_age,2000-10-14,2000-10-20,0.487964989,446,914,,70-79,,
count_wait_age,2000-10-14,2000-10-20,0.267232238,252,943,,40-49,,
count_wait_age,2000-10-14,2000-10-20,0.455992509,487,1068,,50-59,,
count_wait_imd,2000-10-14,2000-10-20,0.480923695,479,996,,,Unknown,
count_wait_imd,2000-10-14,2000-10-20,0.330612245,324,980,,,5,
count_wait_imd,2000-10-14,2000-10-20,0.260700389,268,1028,,,6,
count_wait_imd,2000-10-14,2000-10-20,0.279262673,303,1085,,,1 (most deprived),
count_wait_imd,2000-10-14,2000-10-20,0.477296727,452,947,,,4,
count_wait_imd,2000-10-14,2000-10-20,0.430540827,406,943,,,9,
count_wait_imd,2000-10-14,2000-10-20,0.46131528,477,1034,,,2,
count_wait_imd,2000-10-14,2000-10-20,0.285160039,294,1031,,,10 (least deprived),
count_wait_imd,2000-10-14,2000-10-20,0.296228151,322,1087,,,3,
count_wait_imd,2000-10-14,2000-10-20,0.427624309,387,905,,,7,
count_wait_sex,2000-10-14,2000-10-20,0.448412698,452,1008,,,,female
count_wait_sex,2000-10-14,2000-10-20,0.270321361,286,1058,,,,male
count_wait_prior,2000-10-21,2000-10-27,0.262164846,264,1007,T,,,
count_wait_prior,2000-10-21,2000-10-27,0.357142857,340,952,F,,,
count_wait_age,2000-10-21,2000-10-27,0.418009479,441,1055,,80+,,
count_wait_age,2000-10-21,2000-10-27,0.521984216,463,887,,60-69,,
count_wait_age,2000-10-21,2000-10-27,0.247047244,251,1016,,18-39,,
count_wait_age,2000-10-21,2000-10-27,0.327166504,336,1027,,70-79,,
count_wait_age,2000-10-21,2000-10-27,0.273420479,251,918,,40-49,,
count_wait_age,2000-10-21,2000-10-27,0.41420765,379,915,,50-59,,
count_wait_imd,2000-10-21,2000-10-27,0.289579158,289,998,,,Unknown,
count_wait_imd,2000-10-21,2000-10-27,0.240615977,250,1039,,,5,
count_wait_imd,2000-10-21,2000-10-27,0.396186441,374,944,,,6,
count_wait_imd,2000-10-21,2000-10-27,0.261187215,286,1095,,,1 (most deprived),
count_wait_imd,2000-10-21,2000-10-27,0.508602151,473,930,,,4,
count_wait_imd,2000-10-21,2000-10-27,0.253258845,272,1074,,,9,
count_wait_imd,2000-10-21,2000-10-27,0.284304047,288,1013,,,2,
count_wait_imd,2000-10-21,2000-10-27,0.495444191,435,878,,,10 (least deprived),
count_wait_imd,2000-10-21,2000-10-27,0.322222222,348,1080,,,3,
count_wait_imd,2000-10-21,2000-10-27,0.478168264,449,939,,,7,
count_wait_sex,2000-10-21,2000-10-27,0.444216991,434,977,,,,female
count_wait_sex,2000-10-21,2000-10-27,0.339796861,368,1083,,,,male
count_wait_prior,2000-10-28,2000-11-03,0.370644139,351,947,T,,,
count_wait_prior,2000-10-28,2000-11-03,0.438943894,399,909,F,,,
count_wait_age,2000-10-28,2000-11-03,0.396261682,424,1070,,80+,,
count_wait_age,2000-10-28,2000-11-03,0.383157895,364,950,,18-39,,
